freq,size_emp,nace_r2,indic_is,unit,geo,num_2020,flag_2020,num_2022,flag_2022,num_2024,flag_2024
A,GE10,C,E_ITT2,PC_ENT,EA,20.43,NaN,21.97,NaN,22.47,NaN
A,GE10,C,E_ITT2,PC_ENT,EE,14.63,NaN,13.27,NaN,15.78,NaN
A,GE10,C,E_ITT2,PC_ENT,EL,,u,14.46,NaN,13.7,NaN
A,GE10,C,E_ITT2,PC_ENT,ES,18.04,NaN,16.99,NaN,19.15,NaN
A,GE10,C,E_ITT2,PC_ENT,EU15,,NaN,,NaN,,NaN
A,GE10,C,E_ITT2,PC_ENT,EU27_2007,,NaN,,NaN,,NaN
A,GE10,C,E_ITT2,PC_ENT,EU27_2020,19.7,NaN,21.51,NaN,22.78,NaN
A,GE10,C,E_ITT2,PC_ENT,EU28,,NaN,,NaN,,NaN
A,GE10,C,E_ITT2,PC_ENT,FI,38.88,NaN,40.57,NaN,35.48,NaN
A,GE10,C,E_ITT2,PC_ENT,FR,15.91,NaN,16.57,b,14.6,NaN
A,GE10,C,E_ITT2,PC_ENT,HR,19.05,NaN,18.26,NaN,16.92,NaN
A,GE10,C,E_ITT2,PC_ENT,HU,17.25,NaN,17.55,NaN,17.44,NaN
A,GE10,C,E_ITT2,PC_ENT,IE,31.8,NaN,28.4,NaN,29.0,NaN
A,GE10,C,E_ITT2,PC_ENT,IS,,NaN,,NaN,,NaN
A,GE10,C,E_ITT2,PC_ENT,IT,15.53,NaN,18.97,NaN,20.01,NaN
A,GE10,C,E_ITT2,PC_ENT,LT,12.73,NaN,11.2,NaN,13.77,NaN
A,GE10,C,E_ITT2,PC_ENT,LU,18.81,NaN,29.85,NaN,28.34,NaN
A,GE10,C,E_ITT2,PC_ENT,LV,12.59,NaN,11.71,NaN,9.71,NaN
A,GE10,C,E_ITT2,PC_ENT,ME,,u,24.09,NaN,23.02,NaN
A,GE10,C,E_ITT2,PC_ENT,MK,,NaN,6.58,NaN,,NaN
A,GE10,C,E_ITT2,PC_ENT,MT,19.62,NaN,21.64,NaN,28.55,NaN
